         1,  0.0            ,  0.0            
         2,  10.0           ,  0.0            
         3,  10.0           ,  1.0            
         4,  0.0            ,  1.0            
         5,  0.0            ,  0.9            
         6,  0.0            ,  0.8            
         7,  0.0            ,  0.7            
         8,  0.0            ,  0.6            
         9,  0.0            ,  0.5            
        10,  0.0            ,  0.4            
        11,  0.0            ,  0.3            
        12,  0.0            ,  0.2            
        13,  0.0            ,  0.1            
        14,  0.1            ,  0.0            
        15,  0.2            ,  0.0            
        16,  0.3            ,  0.0            
        17,  0.4            ,  0.0            
        18,  0.5            ,  0.0            
        19,  0.6            ,  0.0            
        20,  0.7            ,  0.0            
        21,  0.8            ,  0.0            
        22,  0.9            ,  0.0            
        23,  1.0            ,  0.0            
        24,  1.1            ,  0.0            
        25,  1.2            ,  0.0            
        26,  1.3            ,  0.0            
        27,  1.4            ,  0.0            
        28,  1.5            ,  0.0            
        29,  1.6            ,  0.0            
        30,  1.7            ,  0.0            
        31,  1.8            ,  0.0            
        32,  1.9            ,  0.0            
        33,  2.0            ,  0.0            
        34,  2.1            ,  0.0            
        35,  2.2            ,  0.0            
        36,  2.3            ,  0.0            
        37,  2.4            ,  0.0            
        38,  2.5            ,  0.0            
        39,  2.6            ,  0.0            
        40,  2.7            ,  0.0            
        41,  2.8            ,  0.0            
        42,  2.9            ,  0.0            
        43,  3.0            ,  0.0            
        44,  3.1            ,  0.0            
        45,  3.2            ,  0.0            
        46,  3.3            ,  0.0            
        47,  3.4            ,  0.0            
        48,  3.5            ,  0.0            
        49,  3.6            ,  0.0            
        50,  3.7            ,  0.0            
        51,  3.8            ,  0.0            
        52,  3.9            ,  0.0            
        53,  4.0            ,  0.0            
        54,  4.1            ,  0.0            
        55,  4.2            ,  0.0            
        56,  4.3            ,  0.0            
        57,  4.4            ,  0.0            
        58,  4.5            ,  0.0            
        59,  4.6            ,  0.0            
        60,  4.7            ,  0.0            
        61,  4.8            ,  0.0            
        62,  4.9            ,  0.0            
        63,  5.0            ,  0.0            
        64,  5.1            ,  0.0            
        65,  5.2            ,  0.0            
        66,  5.3            ,  0.0            
        67,  5.4            ,  0.0            
        68,  5.5            ,  0.0            
        69,  5.6            ,  0.0            
